stationID,stationName,stationModel,Address,City,State,postalCode,sgName,sgname,Lat,Long,Charger type,Charger type (legend)
1:13775791,NYC FLEET / DOE_MANORSI-1,CT4020-HD2-GW-LTE,1220 Manor Rd,Staten Island,New York,10314,"DOE, DOE_MANORSI-1, Public Non-Demo Provisioned and In Prgoress, Available and In Use 2, Active Non-Demo, Active CT4xxx, Level 2 Ports, All OnRamp Stations, CT4000 Stations Only, NorthEast, Stations - NY, DOE New York, L2Public, Public_USA-June-15-2015, State - New York, Auto OTA !83, ConEd Zips, New York State Stations, NY Charge to Work, City of NY Fleet, No OOS, NYC Boros All Drivers, CA/PYD Whitelist, ChargePoint AC Stations, Fleet Stations (Lyuba), AAALTE, US Stations, VIS TO Some, non-home, DoE_All_States, 4K-CPGW-4.6.x.x, Non-Home Reporting",,40.596687,-74.1253,Level 2,Level 2
1:13782201,NYC FLEET / DSNY_Q09-2,CT4020-HD-GW,132-05 Atlantic Ave,Queens,New York,11418,"DSNY, DSNY_Q09-2, Public Non-Demo Provisioned and In Prgoress, Available and In Use 2, Active Non-Demo, Active CT4xxx, Level 2 Ports, All OnRamp Stations, CT4000 Stations Only, NorthEast, Stations - NY, DOE New York, L2Public, Public_USA-June-15-2015, State - New York, Auto OTA !83, ConEd Zips, New York State Stations, NY Charge to Work, City of NY Fleet, No OOS, NYC Boros All Drivers, CA/PYD Whitelist, Circuit Share CT4000, ChargePoint AC Stations, Fleet Stations (Lyuba), Sierra Wireless Modems, AAALTE, Sierra Modems, US Stations, In Use, VIS TO Some, non-home, DoE_All_States, 4K-CPGW-4.1.3.60, 4K-CPGW-4.3.6.33, 4K-CPGW-4.5.0.45, 4K-CPGW-4.6.x.x, Non-Home Reporting, CT4K-GA",,40.69679266284541,-73.81687078836059,Level 2,Level 2
1:13782281,NYC FLEET / DSNY_Q09-1,CT4020-HD-GW,132-05 Atlantic Ave,Queens,New York,11418,"DSNY, DSNY_Q09-1, Public Non-Demo Provisioned and In Prgoress, Available and In Use 2, Active Non-Demo, Active CT4xxx, Level 2 Ports, All OnRamp Stations, CT4000 Stations Only, NorthEast, Stations - NY, DOE New York, L2Public, Public_USA-June-15-2015, State - New York, Auto OTA !83, ConEd Zips, New York State Stations, NY Charge to Work, City of NY Fleet, No OOS, NYC Boros All Drivers, CA/PYD Whitelist, Circuit Share CT4000, ChargePoint AC Stations, Fleet Stations (Lyuba), Sierra Wireless Modems, AAALTE, Sierra Modems, US Stations, In Use, VIS TO Some, non-home, DoE_All_States, 4K-CPGW-4.1.3.60, 4K-CPGW-4.3.6.33, 4K-CPGW-4.5.0.45, 4K-CPGW-4.6.x.x, Non-Home Reporting, CT4K-GA",,40.69678452855429,-73.81690297486877,Level 2,Level 2
1:13782671,NYC FLEET / NYPD_PCT47_4,CPF50-L18,4111 Laconia Ave,The Bronx,New York,10466,"NYPD, NYPD_PCT47_GW, Public Non-Demo Provisioned and In Prgoress, Available and In Use 2, Active Non-Demo, Level 2 Ports, All OnRamp Stations, NorthEast, Stations - NY, DOE New York, L2Public, Public_USA-June-15-2015, State - New York, ConEd Zips, New York State Stations, NY Charge to Work, Fleet - CPF Stations, City of NY Fleet, No OOS, NYC Boros All Drivers, CA/PYD Whitelist, ChargePoint AC Stations, Fleet Stations (Lyuba), US Stations, In Use, VIS TO Some, non-home, DoE_All_States, 4K-CPGW-4.1.3.60, 4K-CPGW-4.3.6.33, 4K-CPGW-4.5.0.45, 4K-CPGW-4.6.x.x, Non-Home Reporting",,40.88748546420784,-73.84752198773155,Level 2,Level 2
1:13782691,NYC FLEET / NYPD_PCT47_5,CPF50,4111 Laconia Ave,The Bronx,New York,10466,"NYPD, NYPD_PCT47_GW, Public Non-Demo Provisioned and In Prgoress, Available and In Use 2, Active Non-Demo, Level 2 Ports, All OnRamp Stations, NorthEast, Stations - NY, DOE New York, L2Public, Public_USA-June-15-2015, State - New York, ConEd Zips, New York State Stations, NY Charge to Work, Fleet - CPF Stations, City of NY Fleet, No OOS, NYC Boros All Drivers, CA/PYD Whitelist, ChargePoint AC Stations, Fleet Stations (Lyuba), US Stations, In Use, VIS TO Some, non-home, DoE_All_States, 4K-CPGW-4.1.3.60, 4K-CPGW-4.3.6.33, 4K-CPGW-4.5.0.45, 4K-CPGW-4.6.x.x, Non-Home Reporting",,40.88745808970518,-73.8474938245369,Level 2,Level 2
1:13782711,NYC FLEET / NYPD_PCT47_6,CPF50-L18,4111 Laconia Ave,The Bronx,New York,10466,"NYPD, NYPD_PCT47_GW, Public Non-Demo Provisioned and In Prgoress, Available and In Use 2, Active Non-Demo, Level 2 Ports, All OnRamp Stations, NorthEast, Stations - NY, DOE New York, L2Public, Public_USA-June-15-2015, State - New York, ConEd Zips, New York State Stations, NY Charge to Work, Fleet - CPF Stations, City of NY Fleet, No OOS, NYC Boros All Drivers, CA/PYD Whitelist, ChargePoint AC Stations, Fleet Stations (Lyuba), US Stations, In Use, VIS TO Some, non-home, DoE_All_States, 4K-CPGW-4.1.3.60, 4K-CPGW-4.3.6.33, 4K-CPGW-4.5.0.45, 4K-CPGW-4.6.x.x, Non-Home Reporting",,40.8875133456341,-73.84744219201336,Level 2,Level 2
1:13785531,NYC FLEET / DEP_SHAFT10-1,CT4020-HD-GW,1286 US-6,Carmel Hamlet,New York,10512,"DEP, DEP_SHAFT10-1, Public Non-Demo Provisioned and In Prgoress, Available and In Use 2, Active Non-Demo, Active CT4xxx, Level 2 Ports, All OnRamp Stations, CT4000 Stations Only, NorthEast, Stations - NY, DOE New York, L2Public, Public_USA-June-15-2015, State - New York, Auto OTA !83, NY Hudson Valley, New York State Stations, City of NY Fleet, No OOS, NYC Boros All Drivers, CA/PYD Whitelist, ChargePoint AC Stations, Fleet Stations (Lyuba), Sierra Wireless Modems, AAALTE, Sierra Modems, US Stations, In Use, VIS TO Some, non-home, DoE_All_States, 4K-CPGW-4.1.3.60, 4K-CPGW-4.3.6.33, 4K-CPGW-4.5.0.45, 4K-CPGW-4.6.x.x, Non-Home Reporting, CT4K-GA",,41.403155458500954,-73.70550487238734,Level 2,Level 2
1:13785951,NYC FLEET / NYPD-SRG4-GW,CPGW,137-58 Northern Blvd,Queens,New York,11354,"NYPD, NYPD-SRG4-GW, Public Non-Demo Provisioned and In Prgoress, Available and In Use 2, Active Non-Demo, All OnRamp Stations, NorthEast, Stations - NY, Public_USA-June-15-2015, State - New York, ConEd Zips, New York State Stations, NY Charge to Work, City of NY Fleet, No OOS, NYC Boros All Drivers, CA/PYD Whitelist, Fleet Stations (Lyuba), Sierra Wireless Modems, AAALTE, Sierra Modems, US Stations, VIS TO None, non-home, DoE_All_States, 4K-CPGW-4.1.3.60, 4K-CPGW-4.3.6.33, 4K-CPGW-4.5.0.45, 4K-CPGW-4.6.x.x, Non-Home Reporting",,,,Gateway (Not a Charger),
1:13789131,NYC FLEET / DEP_GRHMS_1_L3,CPE250C-500-CCS1-CHD,7892 42,Neversink,New York,12740,"DEP, 7892GW-01, DC Fast Chargers, DEP_GRHMS Power Sharing, Public Non-Demo Provisioned and In Prgoress, Available and In Use 2, Active Non-Demo, All OnRamp Stations, NorthEast, Stations - NY, All DC Chargers 04-28-2015, Public_USA-June-15-2015, ChargePoint Assure Validated, DC Stations, State - New York, CPE100/200, New York State Stations, City of NY Fleet, No OOS, NYC Boros All Drivers, DC stations - operational, 50kW DC, CA/PYD Whitelist, Fleet Stations (Lyuba), CPE250s, CPE250 tracking metrics Preston, AAALTE, AAAACPE250, 01AACPE250Wes, US Stations, In Use, DOE Data Non-CA DC, CPE250-Full, VIS TO Some, non-home, DoE_All_States, 4K-CPGW-4.1.3.60, 4K-CPGW-4.3.6.33, 4K-CPGW-4.5.0.45, 4K-CPGW-4.6.x.x, Non-Home Reporting",,41.8457413,-74.54399389999999,Level 3,Level 3
1:13807661,NYC FLEET / DOT_SIREPAIR-1,CPF50-L18,1893 Richmond Ter,Staten Island,New York,10302,"DOT, DOTSIREPAIR_GW, Public Non-Demo Provisioned and In Prgoress, Available and In Use 2, Active Non-Demo, Level 2 Ports, All OnRamp Stations, NorthEast, Stations - NY, DOE New York, L2Public, Public_USA-June-15-2015, State - New York, ConEd Zips, New York State Stations, NY Charge to Work, Fleet - CPF Stations, City of NY Fleet, No OOS, NYC Boros All Drivers, CA/PYD Whitelist, ChargePoint AC Stations, Fleet Stations (Lyuba), US Stations, VIS TO Some, non-home, DoE_All_States, 4K-CPGW-4.1.3.60, 4K-CPGW-4.3.6.33, 4K-CPGW-4.5.0.45, 4K-CPGW-4.6.x.x, Non-Home Reporting",,40.6375742292417,-74.12834448343239,Level 2,Level 2
1:13814091,NYC FLEET / DEP_HILLVW2A-B,CT4020-HD-GW,100 Central Park Avenue,Yonkers,New York,10704,"DEP, DEP_HILLVW2A-B, Public Non-Demo Provisioned and In Prgoress, Available and In Use 2, Active Non-Demo, Active CT4xxx, Level 2 Ports, All OnRamp Stations, CT4000 Stations Only, NorthEast, Stations - NY, DOE New York, L2Public, Public_USA-June-15-2015, ChargePoint Assure Validated, State - New York, Auto OTA !83, ConEd Zips, New York State Stations, City of NY Fleet, No OOS, NYC Boros All Drivers, CA/PYD Whitelist, ChargePoint AC Stations, Fleet Stations (Lyuba), Sierra Wireless Modems, AAALTE, Sierra Modems, US Stations, In Use, VIS TO Some, non-home, DoE_All_States, 4K-CPGW-4.1.3.60, 4K-CPGW-4.3.6.33, 4K-CPGW-4.5.0.45, 4K-CPGW-4.6.x.x, Non-Home Reporting, CT4K-GA",,40.909246567079,-73.870233772826,Level 2,Level 2
1:13814981,NYC FLEET / DEP_SH18_1_L3,CPE250C-500-CCS1-CHD,20 Westlake Dr,Valhalla,New York,10595,"DEP, DEP_SH18_1_L3, DC Fast Chargers, Public Non-Demo Provisioned and In Prgoress, Available and In Use 2, Active Non-Demo, All OnRamp Stations, NorthEast, Stations - NY, All DC Chargers 04-28-2015, Public_USA-June-15-2015, DC Stations, State - New York, CPE100/200, NY Hudson Valley, ConEd Zips, New York State Stations, NY Charge to Work, City of NY Fleet, No OOS, NYC Boros All Drivers, DC stations - operational, 50kW DC, County Westchester NY, CA/PYD Whitelist, Fleet Stations (Lyuba), CPE250s, CPE250 tracking metrics Preston, AAALTE, AAAACPE250, 01AACPE250Wes, US Stations, In Use, DOE Data Non-CA DC, CPE250-Full, VIS TO Some, non-home, DoE_All_States, 4K-CPGW-4.1.3.60, 4K-CPGW-4.3.6.33, 4K-CPGW-4.5.0.45, 4K-CPGW-4.6.x.x, Non-Home Reporting",,41.085953,-73.774345,Level 3,Level 3
1:13843741,NYC FLEET / DSNY_Q09-DCFC1,CPE250C-500-CCS1-CHD,132-05 Atlantic Ave,Queens,New York,11418,"DSNY, DSNY_Q09-DCFC1, DC Fast Chargers, Public Non-Demo Provisioned and In Prgoress, Available and In Use 2, Active Non-Demo, All OnRamp Stations, NorthEast, Stations - NY, All DC Chargers 04-28-2015, Public_USA-June-15-2015, ChargePoint Assure Validated, DC Stations, State - New York, CPE100/200, ConEd Zips, New York State Stations, NY Charge to Work, City of NY Fleet, No OOS, NYC Boros All Drivers, DC stations - operational, 50kW DC, CA/PYD Whitelist, Fleet Stations (Lyuba), CPE250s, CPE250 tracking metrics Preston, AAALTE, AAAACPE250, 01AACPE250Wes, US Stations, In Use, DOE Data Non-CA DC, CPE250-Full, VIS TO Some, non-home, DoE_All_States, 4K-CPGW-4.1.3.60, 4K-CPGW-4.3.6.33, 4K-CPGW-4.5.0.45, 4K-CPGW-4.6.x.x, Non-Home Reporting",,40.6968252,-73.8167635,Level 3,Level 3
1:13844631,NYC FLEET / NYPD_SRG_1_L3,CPE250C-500-CCS1-CHD,521 W 57th St,New York,New York,10019,"NYPD, NYPD_SRG_1_L3, DC Fast Chargers, Public Non-Demo Provisioned and In Prgoress, Available and In Use 2, Active Non-Demo, All OnRamp Stations, NorthEast, Stations - NY, All DC Chargers 04-28-2015, Public_USA-June-15-2015, DC Stations, State - New York, CPE100/200, ConEd Zips, New York State Stations, NY Charge to Work, City of NY Fleet, No OOS, NYC Boros All Drivers, DC stations - operational, 50kW DC, CA/PYD Whitelist, Fleet Stations (Lyuba), CPE250s, CPE250 tracking metrics Preston, AAALTE, AAAACPE250, 01AACPE250Wes, US Stations, DOE Data Non-CA DC, CPE250-Full, VIS TO Some, non-home, DoE_All_States, 4K-CPGW-4.1.3.60, 4K-CPGW-4.3.6.33, 4K-CPGW-4.5.0.45, 4K-CPGW-4.6.x.x, Non-Home Reporting",,40.769844,-73.98953,Level 3,Level 3
1:13847621,NYC FLEET / DOE_BXSCIHS-GW,CPGW,750 Baychester Ave,The Bronx,New York,10475,"DOE, DOE_BXSCIHS-GW, Public Non-Demo Provisioned and In Prgoress, Available and In Use 2, Active Non-Demo, All OnRamp Stations, NorthEast, Stations - NY, Public_USA-June-15-2015, State - New York, ConEd Zips, New York State Stations, NY Charge to Work, City of NY Fleet, No OOS, NYC Boros All Drivers, CA/PYD Whitelist, Fleet Stations (Lyuba), Sierra Wireless Modems, AAALTE, Sierra Modems, US Stations, VIS TO None, non-home, DoE_All_States, 4K-CPGW-4.1.3.60, 4K-CPGW-4.3.6.33, 4K-CPGW-4.5.0.45, 4K-CPGW-4.6.x.x, Non-Home Reporting",,,,Gateway (Not a Charger),
1:13870301,NYC FLEET / NYPD_67PCT-GW,CPGW,2820 Snyder Ave,Brooklyn,New York,11226,"NYPD, NYPD_67PCT-GW, Public Non-Demo Provisioned and In Prgoress, Available and In Use 2, Active Non-Demo, All OnRamp Stations, NorthEast, Stations - NY, Public_USA-June-15-2015, Jason's Territory by county, State - New York, ConEd Zips, New York State Stations, NY Charge to Work, City of NY Fleet, No OOS, NYC Boros All Drivers, CA/PYD Whitelist, Fleet Stations (Lyuba), Sierra Wireless Modems, AAALTE, Sierra Modems, US Stations, VIS TO None, non-home, DoE_All_States, 4K-CPGW-4.1.3.60, 4K-CPGW-4.3.6.33, 4K-CPGW-4.5.0.45, 4K-CPGW-4.6.x.x, Non-Home Reporting",,,,Gateway (Not a Charger),
1:13883451,NYC FLEET / DEP_6PCT_1_L3,CPE250C-500-CCS1-CHD,2 Walker Rd,Valhalla,New York,10595,"DEP, DEP_6PCT_1_L3, DC Fast Chargers, Public Non-Demo Provisioned and In Prgoress, Available and In Use 2, Active Non-Demo, All OnRamp Stations, NorthEast, Stations - NY, All DC Chargers 04-28-2015, Public_USA-June-15-2015, DC Stations, State - New York, CPE100/200, NY Hudson Valley, ConEd Zips, New York State Stations, NY Charge to Work, City of NY Fleet, No OOS, NYC Boros All Drivers, DC stations - operational, 50kW DC, County Westchester NY, CA/PYD Whitelist, Fleet Stations (Lyuba), CPE250s, CPE250 tracking metrics Preston, AAALTE, AAAACPE250, 01AACPE250Wes, US Stations, In Use, DOE Data Non-CA DC, CPE250-Full, VIS TO Some, non-home, DoE_All_States, 4K-CPGW-4.1.3.60, 4K-CPGW-4.3.6.33, 4K-CPGW-4.5.0.45, 4K-CPGW-4.6.x.x, Non-Home Reporting",,41.0768,-73.812515,Level 3,Level 3
1:13890491,NYC FLEET / DEP_BEERSTNPCT,CT4020-HD-GW,21852 NY-10,Walton,New York,13856,"DEP, DEP_BEERSTNPCT, Public Non-Demo Provisioned and In Prgoress, Active Non-Demo, Active CT4xxx, Level 2 Ports, All OnRamp Stations, CT4000 Stations Only, NorthEast, Stations - NY, DOE New York, L2Public, Public_USA-June-15-2015, ChargePoint Assure Validated, State - New York, Auto OTA !83, New York State Stations, No OOS, NYC Boros All Drivers, CA/PYD Whitelist, ChargePoint AC Stations, Fleet Stations (Lyuba), Sierra Wireless Modems, AAALTE, Sierra Modems, US Stations, VIS TO Some, non-home, DoE_All_States, 4K-CPGW-4.1.3.60, 4K-CPGW-4.3.6.33, 4K-CPGW-4.5.0.45, 4K-CPGW-4.6.x.x, Non-Home Reporting, CT4K-GA",,42.124424,-75.16277,Level 2,Level 2
1:13896761,NYC FLEET / DOC_OBCC1,CT4020-HD-GW,16-00 Hazen Street,The Bronx,New York,11370,"DOC, DOC_OBCC1, Public Non-Demo Provisioned and In Prgoress, Available and In Use 2, Active Non-Demo, Active CT4xxx, Level 2 Ports, All OnRamp Stations, CT4000 Stations Only, NorthEast, Stations - NY, DOE New York, L2Public, Public_USA-June-15-2015, State - New York, Auto OTA !83, ConEd Zips, New York State Stations, City of NY Fleet, No OOS, NYC Boros All Drivers, CA/PYD Whitelist, Circuit Share CT4000, ChargePoint AC Stations, Fleet Stations (Lyuba), Sierra Wireless Modems, AAALTE, Sierra Modems, US Stations, In Use, VIS TO Some, non-home, DoE_All_States, 4K-CPGW-4.1.3.60, 4K-CPGW-4.3.6.33, 4K-CPGW-4.5.0.45, 4K-CPGW-4.6.x.x, Non-Home Reporting, CT4K-GA",,40.795934874523,-73.889544611571,Level 2,Level 2
1:13904911,NYC FLEET / DOT_COLUMB-GW,CPGW-NA-LTE-M,168 Columbia St,Brooklyn,New York,11231,"DOT, DOT_COLUMB-GW, Public Non-Demo Provisioned and In Prgoress, Available and In Use 2, Active Non-Demo, All OnRamp Stations, NorthEast, Stations - NY, Public_USA-June-15-2015, Jason's Territory by county, State - New York, ConEd Zips, New York State Stations, NY Charge to Work, City of NY Fleet, No OOS, NYC Boros All Drivers, CA/PYD Whitelist, Fleet Stations (Lyuba), AAALTE, US Stations, VIS TO None, non-home, DoE_All_States, 4K-CPGW-4.1.3.60, 4K-CPGW-4.3.6.33, 4K-CPGW-4.5.0.45, 4K-CPGW-4.6.x.x, Non-Home Reporting",,,,Gateway (Not a Charger),
1:13906511,NYC FLEET / DOF_STARR#2,CT4020-HD2-GW-LTE,31-32 Greenpoint Ave,Queens,New York,11101,"DCAS Managed, DOF_STARR#2, Public Non-Demo Provisioned and In Prgoress, Available and In Use 2, Active Non-Demo, Active CT4xxx, Level 2 Ports, All OnRamp Stations, CT4000 Stations Only, NorthEast, Stations - NY, DOE New York, L2Public, Public_USA-June-15-2015, State - New York, Auto OTA !83, ConEd Zips, New York State Stations, NY Charge to Work, City of NY Fleet, No OOS, NYC Boros All Drivers, CA/PYD Whitelist, Circuit Share CT4000, ChargePoint AC Stations, Fleet Stations (Lyuba), AAALTE, US Stations, VIS TO Some, non-home, DoE_All_States, 4K-CPGW-4.6.x.x, Non-Home Reporting",,40.73463496268522,-73.93668874603271,Level 2,Level 2
